invoice_id,date,vendor,category,business_unit,amount,description,approved_by,payment_status
INV-26334,2024-12-06,UPS Supply Chain,Logistics & Freight,Engineering,18431.26,Logistics & Freight - UPS Supply Chain,VP,Paid
INV-16743,2024-12-06,FedEx,Logistics & Freight,Finance,18834.37,Logistics & Freight - FedEx,VP,Paid
INV-99051,2024-12-09,Adobe Systems,IT & Software,Engineering,95989.37,IT & Software - Adobe Systems,Director,Paid
INV-81939,2024-12-09,McKinsey & Company,Professional Services,Marketing,200916.71,Professional Services - McKinsey & Company,Auto-approved,Paid
INV-96305,2024-12-10,Salesforce,IT & Software,Sales,88732.86,IT & Software - Salesforce,Director,Pending
INV-32241,2024-12-11,DHL Express,Logistics & Freight,Operations,4431.29,Logistics & Freight - DHL Express,Manager,Paid
INV-98117,2024-12-11,MSFT,IT & Software,Marketing,125557.83,IT & Software - MSFT,VP,Paid
INV-39015,2024-12-11,LinkedIn Talent,HR & Recruitment,Engineering,24999,HR & Recruitment - LinkedIn Talent,Manager,Pending
INV-92288,2024-12-12,LinkedIn Marketing,Marketing & Advertising,Legal,31719.71,Marketing & Advertising - LinkedIn Marketing,Auto-approved,Pending
INV-95199,2024-12-12,Deloitte Consulting,Professional Services,Sales,40000,Professional Services - Deloitte Consulting,Director,Pending
INV-71348,2024-12-14,KPMG LLP,Professional Services,Legal,108429.19,Professional Services - KPMG LLP,VP,Paid
INV-29762,2024-12-14,Con Edison,Utilities,Engineering,11759.24,Utilities - Con Edison,Director,Paid
INV-87994,2024-12-15,UPS Supply Chain,Logistics & Freight,Engineering,8820.79,Logistics & Freight - UPS Supply Chain,VP,Paid
INV-30719,2024-12-16,LinkedIn Marketing,Marketing & Advertising,Legal,32784.36,Marketing & Advertising - LinkedIn Marketing,Auto-approved,Pending
INV-16658,2024-12-17,WeWork,Facilities & Real Estate,Marketing,64155.32,Facilities & Real Estate - WeWork,Manager,Pending
INV-87304,2024-12-17,Staples Business,Office Supplies,Engineering,1205.45,Office Supplies - Staples Business,Director,Pending
INV-21471,2024-12-17,Zoom Video,IT & Software,Sales,23909.43,IT & Software - Zoom Video,Manager,Paid
INV-17038,2024-12-18,Deloitte Consulting,Professional Services,Legal,182420.07,Professional Services - Deloitte Consulting,Manager,Pending
INV-85082,2024-12-18,Uber for Business,Travel & Expenses,Sales,4000,Travel & Expenses - Uber for Business,Auto-approved,Paid
INV-85007,2024-12-18,American Express Travel,Travel & Expenses,Sales,9999,Travel & Expenses - American Express Travel,Director,Paid
INV-42581,2024-12-18,AT&T Business,Utilities,HR,21167.12,Utilities - AT&T Business,Auto-approved,Paid
INV-19744,2024-12-20,HubSpot,Marketing & Advertising,Legal,71060.57,Marketing & Advertising - HubSpot,VP,Paid
INV-83699,2024-12-21,Con Edison,Utilities,HR,19287.88,Utilities - Con Edison,Auto-approved,Pending
INV-10726,2024-12-22,Meta Ads,Marketing & Advertising,Sales,31026.29,Marketing & Advertising - Meta Ads,Manager,Pending
INV-25906,2024-12-22,Mailchimp,Marketing & Advertising,Marketing,41677.64,Marketing & Advertising - Mailchimp,Auto-approved,Paid
INV-27324,2024-12-22,Microsoft Corporation,IT & Software,Engineering,52192.55,IT & Software - Microsoft Corporation,Auto-approved,Paid
INV-60797,2024-12-22,LinkedIn Marketing,Marketing & Advertising,HR,23367.27,Marketing & Advertising - LinkedIn Marketing,Auto-approved,Paid
INV-39154,2024-12-25,KPMG LLP,Professional Services,Legal,31483.43,Professional Services - KPMG LLP,Director,Pending
INV-45842,2024-12-26,HubSpot,Marketing & Advertising,Sales,39375.74,Marketing & Advertising - HubSpot,VP,Paid
INV-57826,2024-12-26,PwC Advisory,Professional Services,HR,229719.92,Professional Services - PwC Advisory,Manager,Paid
INV-30807,2024-12-28,Salesforce,IT & Software,Marketing,66225.98,IT & Software - Salesforce,VP,Paid
INV-39145,2024-12-28,Salesforce,IT & Software,HR,149218.31,IT & Software - Salesforce,Auto-approved,Paid
INV-98754,2024-12-29,Uber for Business,Travel & Expenses,Engineering,1814.77,Travel & Expenses - Uber for Business,Director,Paid
